Id,Category
0,4
1,5
2,3
3,5
4,2
5,9
6,3
7,7
8,5
9,5
10,1
11,0
12,10
13,3
14,4
15,9
16,9
17,8
18,9
19,5
20,6
21,9
22,10
23,9
24,9
25,5
26,9
27,1
28,3
29,9
30,3
31,9
32,3
33,5
34,4
35,9
36,5
37,4
38,5
39,9
40,10
41,9
42,8
43,5
44,4
45,5
46,3
47,5
48,3
49,1
50,4
51,3
52,7
53,4
54,6
55,10
56,10
57,10
58,2
59,5
60,4
61,9
62,1
63,9
64,0
65,9
66,3
67,5
68,5
69,2
70,5
71,5
72,9
73,0
74,9
75,6
76,1
77,5
78,1
79,5
80,10
81,5
82,4
83,1
84,5
85,7
86,0
87,4
88,9
89,3
90,8
91,3
92,9
93,4
94,6
95,8
96,10
97,9
98,6
99,8
100,1
101,4
102,0
103,4
104,4
105,9
106,9
107,3
108,4
109,2
110,10
111,3
112,2
113,9
114,3
115,2
116,4
117,1
118,9
119,7
120,10
121,9
122,2
123,2
124,5
125,10
126,4
127,5
128,3
129,4
130,0
131,6
132,1
133,1
134,9
135,1
136,6
137,3
138,5
139,9
140,3
141,8
142,3
143,10
144,5
145,9
146,0
147,6
148,4
149,9
150,8
151,0
152,0
153,1
154,0
155,3
156,2
157,10
158,8
159,2
160,3
161,3
162,9
163,0
164,5
165,6
166,3
167,5
168,9
169,9
170,3
171,4
172,5
173,9
174,10
175,4
176,5
177,4
178,5
179,5
180,8
181,4
182,6
183,1
184,2
185,8
186,1
187,5
188,5
189,8
190,5
191,2
192,3
193,10
194,3
195,6
196,2
197,5
198,5
199,4
200,6
201,5
202,9
203,3
204,5
205,1
206,8
207,10
208,3
209,8
210,2
211,6
212,4
213,8
214,3
215,9
216,8
217,1
218,9
219,1
220,9
221,10
222,0
223,3
224,0
225,9
226,4
227,5
228,7
229,2
230,9
231,7
232,2
233,5
234,10
235,10
236,3
237,3
238,10
239,5
240,2
241,2
242,1
243,5
244,2
245,5
246,2
247,5
248,9
249,5
250,8
251,9
252,10
253,0
254,10
255,4
256,10
257,8
258,8
259,6
260,8
261,2
262,8
263,9
264,1
265,2
266,9
267,1
268,2
269,5
270,8
271,8
272,5
273,10
274,2
275,1
276,0
277,1
278,9
279,9
280,5
281,6
282,8
283,9
284,8
285,1
286,1
287,3
288,5
289,3
290,6
291,9
292,9
293,1
294,5
295,1
296,10
297,6
298,1
299,3
300,3
301,1
302,2
303,3
304,10
305,3
306,3
307,2
308,6
309,9
310,6
311,9
312,0
313,9
314,9
315,3
316,0
317,8
318,1
319,2
320,10
321,0
322,10
323,9
324,10
325,10
326,9
327,6
328,6
329,5
330,1
331,4
332,1
333,9
334,0
335,5
336,3
337,10
338,5
339,3
340,2
341,3
342,5
343,5
344,9
345,4
346,3
347,9
348,3
349,9
350,2
351,1
352,3
353,6
354,1
355,6
356,5
357,8
358,7
359,9
360,3
361,8
362,10
363,0
364,3
365,2
366,5
367,9
368,9
369,1
370,0
371,5
372,1
373,7
374,4
375,8
376,1
377,0
378,5
379,10
380,9
381,9
382,9
383,7
384,5
385,1
386,1
387,5
388,5
389,10
390,4
391,6
392,0
393,2
394,8
395,3
396,6
397,3
398,4
399,3
400,3
401,0
402,9
403,1
404,1
405,5
406,9
407,5
408,5
409,10
410,8
411,10
412,0
413,5
414,3
415,9
416,0
417,9
418,6
419,0
420,9
421,5
422,2
423,1
424,9
425,1
426,0
427,5
428,9
429,9
430,1
431,2
432,9
433,9
434,1
435,3
436,10
437,6
438,5
439,5
440,5
441,1
442,1
443,5
444,2
445,0
446,0
447,3
448,6
449,6
450,1
451,1
452,0
453,4
454,8
455,10
456,6
457,4
458,2
459,0
460,9
461,9
462,4
463,1
464,5
465,9
466,1
467,0
468,4
469,3
470,1
471,0
472,6
473,1
474,1
475,9
476,0
477,8
478,2
479,5
480,9
481,1
482,5
483,5
484,8
485,5
486,0
487,8
488,5
489,0
490,0
491,5
492,3
493,6
494,5
495,8
496,1
497,0
498,6
499,5
500,2
501,9
502,0
503,0
504,7
505,10
506,8
507,2
508,8
509,1
510,1
511,9
512,8
513,10
514,2
515,9
516,7
517,3
518,3
519,1
520,0
521,1
522,5
523,10
524,9
525,7
526,7
527,5
528,0
529,2
530,9
531,10
532,6
533,8
534,5
535,2
536,1
537,0
538,6
539,4
540,1
541,7
542,10
543,3
544,8
545,10
546,2
547,3
548,2
549,10
550,2
551,4
552,7
553,8
554,1
555,2
556,5
557,8
558,5
559,1
560,1
561,9
562,9
563,4
564,4
565,1
566,8
567,9
568,2
569,5
570,9
571,6
572,1
573,1
574,5
575,0
576,9
577,2
578,0
579,5
580,5
581,1
582,1
583,9
584,8
585,9
586,3
587,4
588,9
589,9
590,0
591,5
592,6
593,6
594,3
595,9
596,2
597,3
598,7
599,9
600,4
601,2
602,2
603,9
604,9
605,0
606,9
607,3
608,10
609,9
610,9
611,6
612,3
613,10
614,10
615,6
616,9
617,3
618,2
619,5
620,0
621,8
622,5
623,1
624,9
625,3
626,3
627,3
628,5
629,7
630,8
631,2
632,2
633,5
634,3
635,9
636,8
637,1
638,2
639,7
640,5
641,0
642,5
643,9
644,2
645,10
646,5
647,5
648,8
649,2
650,5
651,0
652,1
653,3
654,3
655,8
656,8
657,5
658,9
659,1
660,4
661,3
662,10
663,10
664,9
665,8
666,1
667,10
668,4
669,10
670,10
671,9
672,0
673,5
674,7
675,6
676,9
677,3
678,8
679,4
680,7
681,6
682,7
683,1
684,10
685,9
686,5
687,4
688,10
689,3
690,7
691,8
692,9
693,2
694,5
695,9
696,5
697,2
698,2
699,0
700,9
701,0
702,1
703,10
704,7
705,9
706,8
707,9
708,4
709,5
710,1
711,5
712,5
713,5
714,1
715,5
716,0
717,8
718,2
719,10
720,8
721,6
722,1
723,2
724,6
725,0
726,3
727,2
728,6
729,4
730,4
731,10
732,3
733,9
734,0
735,4
736,1
737,1
738,1
739,2
740,1
741,3
742,6
743,8
744,5
745,0
746,5
747,6
748,9
749,2
750,1
751,10
752,9
753,5
754,8
755,2
756,1
757,1
758,8
759,5
760,3
761,4
762,3
763,1
764,5
765,8
766,2
767,1
768,0
769,10
770,0
771,5
772,1
773,1
774,5
775,8
776,9
777,10
778,5
779,8
780,0
781,1
782,1
783,4
784,9
785,3
786,6
787,3
788,10
789,4
790,5
791,9
792,5
793,3
794,3
795,3
796,8
797,3
798,2
799,6
800,5
801,3
802,0
803,1
804,9
805,0
806,0
807,5
808,3
809,0
810,4
811,6
812,5
813,3
814,1
815,5
816,10
817,0
818,10
819,3
820,1
821,2
822,6
823,5
824,9
825,9
826,6
827,9
828,7
829,3
830,7
831,9
832,8
833,5
834,9
835,9
836,10
837,5
838,2
839,6
840,1
841,3
842,8
843,8
844,2
845,8
846,1
847,10
848,1
849,5
850,1
851,0
852,9
853,9
854,9
855,5
856,8
857,5
858,6
859,5
860,7
861,4
862,4
863,5
864,10
865,9
866,8
867,0
868,10
869,9
870,1
871,4
872,9
873,3
874,5
875,7
876,10
877,9
878,2
879,8
880,5
881,9
882,0
883,8
884,2
885,1
886,7
887,5
888,3
889,8
890,10
891,0
892,1
893,9
894,1
895,5
896,9
897,0
898,1
899,5
900,9
901,5
902,10
903,9
904,4
905,3
906,6
907,8
908,2
909,10
910,3
911,9
912,3
913,9
914,9
915,9
916,3
917,5
918,8
919,2
920,6
921,0
922,0
923,0
924,5
925,9
926,3
927,9
928,3
929,6
930,1
931,4
932,2
933,8
934,10
935,10
936,7
937,1
938,10
939,5
940,8
941,4
942,2
943,7
944,0
945,9
946,0
947,3
948,0
949,0
950,0
951,8
952,0
953,3
954,10
955,8
956,9
957,8
958,2
959,8
960,9
961,1
962,7
963,4
964,1
965,9
966,5
967,10
968,9
969,2
970,9
971,5
972,5
973,5
974,7
975,9
976,9
977,5
978,5
979,3
980,8
981,0
982,1
983,8
984,9
985,8
986,2
987,9
988,4
989,5
990,2
991,3
992,0
993,4
994,3
995,3
996,1
997,9
998,10
999,5
1000,4
1001,9
1002,10
1003,8
1004,1
1005,8
1006,8
1007,1
1008,9
1009,8
1010,9
1011,9
1012,9
1013,1
1014,6
1015,8
1016,3
1017,3
1018,4
1019,4
1020,9
1021,0
1022,5
1023,4
1024,1
1025,1
1026,3
1027,1
1028,0
1029,8
1030,1
1031,10
1032,2
1033,1
1034,1
1035,8
1036,1
1037,5
1038,5
1039,4
1040,6
1041,1
1042,8
